playDispNm,teamAbbr,teamLoc,playStat,playMin,playHeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFTA,playFTM,playTRB,opptAbbr,opptRslt
JaMychal Green,MEM,Away,Starter,28,80,9,2,2,1,0,2,9,4,0,0,8,SA,Win
Dillon Brooks,MEM,Away,Starter,33,79,8,2,3,0,0,2,6,3,0,0,2,SA,Win
LaMarcus Aldridge,SA,Home,Starter,37,83,41,1,1,0,1,2,24,17,4,4,6,MEM,Loss
Patrick Mills,SA,Home,Bench,27,72,13,5,2,1,0,0,7,2,7,7,3,MEM,Loss
Kyle Anderson,SA,Home,Starter,29,81,10,2,1,4,0,0,7,4,3,2,4,MEM,Loss
Tony Parker,SA,Home,Starter,18,74,10,5,1,0,0,2,7,4,2,2,2,MEM,Loss
Rudy Gay,SA,Home,Bench,22,81,7,1,1,1,2,3,8,2,3,3,5,MEM,Loss
Bryn Forbes,SA,Home,Bench,17,75,7,1,0,0,0,0,6,2,3,1,1,MEM,Loss
Danny Green,SA,Home,Starter,28,78,5,2,1,1,1,2,4,2,0,0,4,MEM,Loss
Kevin Durant,GS,Away,Starter,42,81,29,5,6,1,1,4,25,12,4,2,7,LAL,Loss
Stephen Curry,GS,Away,Starter,39,75,28,7,5,0,0,4,20,9,8,7,5,LAL,Loss
Klay Thompson,GS,Away,Starter,39,79,20,2,0,0,0,1,12,6,4,4,3,LAL,Loss
Draymond Green,GS,Away,Starter,38,79,15,9,4,4,0,2,10,5,6,4,11,LAL,Loss
Zaza Pachulia,GS,Away,Starter,14,83,11,2,1,1,0,2,5,5,1,1,6,LAL,Loss
Nick Young,GS,Away,Bench,14,79,9,0,1,0,0,0,5,3,3,2,2,LAL,Loss
Jordan Bell,GS,Away,Bench,12,81,6,0,3,2,1,1,4,3,0,0,4,LAL,Loss
Brandon Ingram,LAL,Home,Starter,44,81,32,3,7,3,2,5,21,12,7,6,5,GS,Win
Kentavious Caldwell-Pope,LAL,Home,Starter,42,78,21,0,2,1,0,3,18,7,6,5,7,GS,Win
Jordan Clarkson,LAL,Home,Bench,36,77,21,8,1,0,0,3,19,9,1,1,6,GS,Win
Julius Randle,LAL,Home,Bench,31,81,20,2,1,0,1,4,13,9,4,2,4,GS,Win
Lonzo Ball,LAL,Home,Starter,43,78,15,10,2,1,0,2,12,5,2,2,2,GS,Win
Brook Lopez,LAL,Home,Starter,17,84,6,1,2,1,1,1,5,2,3,2,1,GS,Win
Josh Hart,LAL,Home,Bench,13,77,6,0,1,0,0,2,3,2,2,2,3,GS,Win
Kevin Love,CLE,Away,Starter,33,82,25,2,5,0,0,2,16,7,8,7,16,ATL,Loss
LeBron James,CLE,Away,Starter,38,80,24,12,3,2,2,3,11,8,7,5,6,ATL,Loss
Dwyane Wade,CLE,Away,Bench,23,76,19,3,2,4,2,2,11,6,6,4,2,ATL,Loss
Jae Crowder,CLE,Away,Starter,29,78,15,3,0,0,0,2,10,6,2,1,2,ATL,Loss
Jeff Green,CLE,Away,Bench,19,81,12,2,1,1,1,2,9,4,4,4,3,ATL,Loss
J.R. Smith,CLE,Away,Starter,35,78,8,3,2,0,0,3,5,3,0,0,1,ATL,Loss
Kyle Korver,CLE,Away,Bench,21,79,6,2,4,1,0,1,7,2,0,0,3,ATL,Loss
Dennis Schröder,ATL,Home,Starter,33,73,27,5,2,0,0,1,19,11,4,4,2,CLE,Win
Ersan Ilyasova,ATL,Home,Bench,30,81,22,0,1,4,1,5,11,8,2,2,3,CLE,Win
Marco Belinelli,ATL,Home,Bench,28,77,18,5,3,0,1,1,9,4,9,8,4,CLE,Win
John Collins,ATL,Home,Starter,26,82,13,0,0,2,1,3,7,6,1,1,7,CLE,Win
Taurean Prince,ATL,Home,Starter,28,80,12,2,1,0,0,0,12,4,2,2,4,CLE,Win
Luke Babbitt,ATL,Home,Starter,18,81,8,2,0,0,0,2,4,2,2,2,0,CLE,Win
Kent Bazemore,ATL,Home,Starter,32,77,7,6,5,2,0,2,8,3,0,0,4,CLE,Win
Dario Saric,PHI,Away,Starter,35,82,18,4,2,0,0,4,16,6,6,3,10,BOS,Win
J.J. Redick,PHI,Away,Starter,33,76,17,5,2,1,1,1,15,5,3,3,3,BOS,Win
Ben Simmons,PHI,Away,Starter,40,82,15,7,5,5,0,1,14,6,4,3,6,BOS,Win
Robert Covington,PHI,Away,Starter,32,81,11,1,4,1,0,4,13,4,0,0,5,BOS,Win
Timothé Luwawu-Cabarrot,PHI,Away,Bench,17,79,11,0,0,0,0,1,5,4,0,0,4,BOS,Win
Jerryd Bayless,PHI,Away,Bench,32,75,10,3,4,0,0,5,9,4,0,0,4,BOS,Win
Richaun Holmes,PHI,Away,Bench,20,81,9,0,1,0,0,2,7,4,0,0,7,BOS,Win
Kyrie Irving,BOS,Home,Starter,33,75,36,3,2,0,0,1,21,12,8,7,4,PHI,Loss
Al Horford,BOS,Home,Starter,34,82,21,5,2,0,2,2,12,9,2,1,8,PHI,Loss
Marcus Morris,BOS,Home,Bench,28,81,17,3,1,1,0,3,11,6,5,5,5,PHI,Loss
Jayson Tatum,BOS,Home,Starter,28,80,15,2,0,2,0,1,11,6,3,1,2,PHI,Loss
Terry Rozier,BOS,Home,Bench,20,73,6,2,0,0,0,3,7,2,0,0,2,PHI,Loss
Marcus Smart,BOS,Home,Bench,33,76,5,8,6,1,0,3,6,2,0,0,2,PHI,Loss
Daniel Theis,BOS,Home,Bench,14,81,4,0,1,1,3,2,3,2,0,0,8,PHI,Loss
Robin Lopez,CHI,Away,Starter,34,84,20,1,4,1,0,3,11,9,3,2,6,DEN,Win
Lauri Markkanen,CHI,Away,Starter,32,84,20,0,1,0,1,3,17,7,5,5,9,DEN,Win
Kris Dunn,CHI,Away,Starter,27,76,19,5,1,1,0,4,11,9,3,0,5,DEN,Win
Justin Holiday,CHI,Away,Starter,37,78,16,2,2,1,2,5,14,6,2,2,1,DEN,Win
Paul Zipser,CHI,Away,Bench,17,80,11,2,1,0,0,4,6,4,0,0,2,DEN,Win
Bobby Portis,CHI,Away,Bench,17,83,9,2,2,0,1,1,8,4,2,1,2,DEN,Win
Jerian Grant,CHI,Away,Bench,23,77,8,7,0,0,0,3,6,3,4,1,6,DEN,Win
Will Barton,DEN,Home,Bench,35,77,37,3,3,3,0,3,19,13,6,5,2,CHI,Loss
Gary Harris,DEN,Home,Starter,40,76,21,3,3,3,2,1,15,6,8,6,3,CHI,Loss
Kenneth Faried,DEN,Home,Starter,22,80,14,1,1,0,0,3,10,7,0,0,13,CHI,Loss
Trey Lyles,DEN,Home,Bench,22,82,10,1,0,0,1,0,6,3,2,2,6,CHI,Loss
Nikola Jokić,DEN,Home,Starter,16,82,8,4,0,0,0,1,6,3,2,2,4,CHI,Loss
Emmanuel Mudiay,DEN,Home,Bench,17,77,7,3,2,1,0,0,9,2,2,2,4,CHI,Loss
Mason Plumlee,DEN,Home,Bench,20,82,6,2,0,0,1,5,3,2,6,2,7,CHI,Loss
Khris Middleton,MIL,Away,Starter,35,79,26,4,2,1,0,2,17,10,2,2,7,POR,Loss
Eric Bledsoe,MIL,Away,Starter,28,73,25,4,2,2,1,4,17,10,4,4,1,POR,Loss
Giannis Antetokounmpo,MIL,Away,Starter,37,82,20,5,0,3,3,3,20,7,8,6,9,POR,Loss
John Henson,MIL,Away,Starter,30,83,13,0,3,1,1,4,8,6,1,1,10,POR,Loss
Malcolm Brogdon,MIL,Away,Bench,22,78,10,4,1,0,0,4,10,5,0,0,1,POR,Loss
Jason Terry,MIL,Away,Bench,18,74,4,0,1,0,0,0,3,2,0,0,2,POR,Loss
DeAndre Liggins,MIL,Away,Bench,21,78,3,1,1,1,0,2,5,1,0,0,1,POR,Loss
Jusuf Nurkic,POR,Home,Starter,32,83,25,1,6,3,1,3,17,9,8,7,11,MIL,Win
Damian Lillard,POR,Home,Starter,40,75,18,7,5,0,0,1,16,7,3,2,7,MIL,Win
C.J. McCollum,POR,Home,Starter,41,75,15,5,2,0,1,1,20,7,0,0,6,MIL,Win
Evan Turner,POR,Home,Bench,27,79,8,2,1,0,0,2,5,3,2,2,7,MIL,Win
Al-Farouq Aminu,POR,Home,Bench,22,81,6,0,3,0,0,1,3,2,0,0,5,MIL,Win
Noah Vonleh,POR,Home,Starter,23,82,4,0,1,0,0,2,3,1,2,2,6,MIL,Win
Pat Connaughton,POR,Home,Starter,16,77,4,0,1,0,0,0,7,2,0,0,3,MIL,Win
Alec Burks,UTA,Away,Bench,29,78,28,5,2,3,1,3,17,11,2,2,7,LAC,Loss
Donovan Mitchell,UTA,Away,Starter,36,75,24,6,2,1,0,2,16,9,1,1,0,LAC,Loss
Ricky Rubio,UTA,Away,Starter,27,76,15,6,3,2,0,3,9,5,4,3,3,LAC,Loss
Thabo Sefolosha,UTA,Away,Bench,23,77,15,1,2,1,0,1,10,6,2,2,2,LAC,Loss
Jonas Jerebko,UTA,Away,Starter,25,81,14,3,1,0,0,3,8,6,0,0,2,LAC,Loss
Derrick Favors,UTA,Away,Starter,28,82,12,4,2,1,0,2,8,5,3,2,12,LAC,Loss
Joe Ingles,UTA,Away,Starter,27,80,12,6,1,1,0,2,10,4,2,1,0,LAC,Loss
Austin Rivers,LAC,Home,Starter,36,76,25,6,2,1,0,3,16,9,4,4,0,UTA,Win
Lou Williams,LAC,Home,Starter,37,74,20,5,2,1,1,0,14,6,6,5,2,UTA,Win
Montrezl Harrell,LAC,Home,Starter,21,79,13,3,3,0,0,1,5,5,4,3,3,UTA,Win
Wes Johnson,LAC,Home,Starter,33,79,11,0,3,2,2,3,10,5,1,1,3,UTA,Win
DeAndre Jordan,LAC,Home,Starter,31,84,8,3,3,0,0,3,5,3,5,2,16,UTA,Win
Sam Dekker,LAC,Home,Bench,20,81,7,0,2,2,0,1,6,2,4,2,1,UTA,Win
Jamil Wilson,LAC,Home,Bench,5,79,6,0,1,0,0,0,3,2,0,0,1,UTA,Win
Klay Thompson,GS,Away,Starter,35,79,27,5,0,0,0,1,14,11,2,2,3,ORL,Loss
Kevin Durant,GS,Away,Starter,30,81,25,7,1,0,4,3,14,10,5,5,2,ORL,Loss
Stephen Curry,GS,Away,Starter,33,75,23,10,4,3,0,2,20,9,2,2,6,ORL,Loss
Jordan Bell,GS,Away,Bench,16,81,16,0,0,1,3,1,10,8,0,0,4,ORL,Loss
Draymond Green,GS,Away,Starter,34,79,12,10,5,3,1,3,8,5,0,0,5,ORL,Loss
Omri Casspi,GS,Away,Bench,20,79,11,1,2,0,0,1,5,4,2,2,6,ORL,Loss
Patrick McCaw,GS,Away,Bench,22,79,8,4,0,0,1,1,5,3,0,0,1,ORL,Loss
Aaron Gordon,ORL,Home,Starter,37,81,29,1,3,1,2,0,23,12,1,0,7,GS,Win
Evan Fournier,ORL,Home,Starter,33,79,22,5,2,1,0,2,15,8,2,2,1,GS,Win
Jonathon Simmons,ORL,Home,Starter,39,78,18,2,3,1,1,2,18,6,7,6,3,GS,Win
D.J. Augustin,ORL,Home,Bench,18,72,12,2,3,1,0,2,9,5,0,0,2,GS,Win
Elfrid Payton,ORL,Home,Starter,29,76,10,9,2,3,0,4,10,5,2,0,4,GS,Win
Bismack Biyombo,ORL,Home,Bench,16,81,7,0,1,0,1,2,3,2,4,3,7,GS,Win
Nikola Vučević,ORL,Home,Starter,26,82,6,2,0,0,0,1,7,3,0,0,7,GS,Win
Tobias Harris,DET,Away,Starter,27,80,15,1,0,0,0,2,11,6,1,1,2,WAS,Win
Andre Drummond,DET,Away,Starter,37,83,14,7,3,1,4,5,10,5,5,4,17,WAS,Win
Avery Bradley,DET,Away,Starter,34,74,13,2,2,4,1,2,13,5,2,2,0,WAS,Win
Reggie Jackson,DET,Away,Starter,26,75,12,4,3,0,0,3,12,5,3,2,0,WAS,Win
Luke Kennard,DET,Away,Bench,18,78,10,0,1,0,0,1,5,3,2,2,0,WAS,Win
Anthony Tolliver,DET,Away,Bench,25,81,9,0,0,0,0,1,5,3,0,0,5,WAS,Win
Ishmael Smith,DET,Away,Bench,22,72,8,4,0,0,0,0,8,4,3,0,2,WAS,Win
Markieff Morris,WAS,Home,Starter,28,82,23,3,0,0,2,1,16,10,1,1,7,DET,Loss
Otto Porter,WAS,Home,Starter,33,80,17,6,0,2,2,1,15,8,0,0,3,DET,Loss
Tomáš Satoranský,WAS,Home,Bench,23,79,17,4,0,1,0,0,6,5,5,5,4,DET,Loss
Marcin Gortat,WAS,Home,Starter,32,84,12,3,1,4,0,2,10,5,4,2,12,DET,Loss
Bradley Beal,WAS,Home,Starter,33,77,10,2,7,2,1,3,11,4,3,2,2,DET,Loss
Kelly Oubre Jr.,WAS,Home,Bench,24,79,8,2,1,0,0,3,10,2,3,3,7,DET,Loss
Tim Frazier,WAS,Home,Starter,24,73,6,6,1,2,0,2,5,3,0,0,5,DET,Loss
Victor Oladipo,IND,Away,Starter,39,76,36,6,3,3,3,1,22,14,7,5,7,TOR,Win
Myles Turner,IND,Away,Starter,34,84,17,1,0,0,1,2,11,7,2,2,6,TOR,Win
Darren Collison,IND,Away,Starter,34,72,16,6,3,2,0,4,13,5,5,4,5,TOR,Win
Thaddeus Young,IND,Away,Starter,33,80,12,3,1,0,1,3,13,6,0,0,7,TOR,Win
Lance Stephenson,IND,Away,Bench,19,77,11,0,1,0,0,3,10,5,0,0,2,TOR,Win
Cory Joseph,IND,Away,Bench,22,75,7,3,1,1,0,0,9,2,2,2,4,TOR,Win
Bojan Bogdanović,IND,Away,Starter,35,80,6,2,0,0,0,2,11,2,2,2,5,TOR,Win
DeMar DeRozan,TOR,Home,Starter,34,79,26,5,2,2,1,0,21,9,10,8,5,IND,Loss
Jakob Pöltl,TOR,Home,Bench,25,85,18,0,0,1,2,3,8,8,5,2,6,IND,Loss
Serge Ibaka,TOR,Home,Starter,25,83,15,0,2,0,2,3,10,6,0,0,8,IND,Loss
Jonas Valančiūnas,TOR,Home,Starter,21,84,13,1,1,0,1,2,11,6,1,1,7,IND,Loss
Kyle Lowry,TOR,Home,Starter,35,72,11,8,3,0,0,2,11,4,0,0,7,IND,Loss
Fred VanVleet,TOR,Home,Bench,24,72,11,6,0,1,0,2,9,5,0,0,4,IND,Loss
Norman Powell,TOR,Home,Bench,15,76,10,4,0,0,1,1,8,4,1,1,3,IND,Loss
Zach Randolph,SAC,Away,Starter,32,81,25,3,1,0,1,1,19,12,1,1,13,CHI,Loss
Bogdan Bogdanovic,SAC,Away,Bench,30,78,19,4,3,1,0,0,12,6,9,6,3,CHI,Loss
Garrett Temple,SAC,Away,Starter,37,78,13,3,1,1,1,2,8,5,1,1,5,CHI,Loss
Willie Cauley-Stein,SAC,Away,Bench,24,84,10,5,1,0,4,2,9,5,0,0,3,CHI,Loss
George Hill,SAC,Away,Starter,26,74,9,4,0,2,0,1,7,4,1,1,3,CHI,Loss
De'Aaron Fox,SAC,Away,Starter,28,75,8,2,2,0,4,3,7,4,0,0,5,CHI,Loss
Vince Carter,SAC,Away,Bench,12,78,8,0,0,0,0,3,5,3,0,0,2,CHI,Loss
Jerian Grant,CHI,Home,Bench,27,77,17,6,1,2,0,3,11,6,3,2,0,SAC,Win
Robin Lopez,CHI,Home,Starter,29,84,14,4,0,1,0,0,13,7,0,0,5,SAC,Win
Lauri Markkanen,CHI,Home,Starter,28,84,14,0,1,1,0,4,13,5,2,2,5,SAC,Win
Paul Zipser,CHI,Home,Bench,23,80,14,1,1,0,1,2,14,6,0,0,5,SAC,Win
Cristiano Felício,CHI,Home,Bench,16,82,12,0,0,0,0,1,5,5,3,2,2,SAC,Win
Justin Holiday,CHI,Home,Starter,36,78,11,4,0,1,1,1,10,4,0,0,4,SAC,Win
David Nwaba,CHI,Home,Bench,22,76,9,5,1,0,0,1,7,4,2,1,9,SAC,Win
LaMarcus Aldridge,SA,Away,Starter,32,83,22,1,1,0,0,2,17,7,6,5,6,MEM,Loss
Rudy Gay,SA,Away,Bench,20,81,18,0,2,1,1,0,9,6,10,6,5,MEM,Loss
Manu Ginóbili,SA,Away,Bench,25,78,11,6,0,1,0,4,8,4,0,0,7,MEM,Loss
Patrick Mills,SA,Away,Bench,22,72,10,3,0,1,0,0,5,4,0,0,0,MEM,Loss
Bryn Forbes,SA,Away,Bench,18,75,9,1,0,0,1,1,7,3,1,1,2,MEM,Loss
Pau Gasol,SA,Away,Starter,29,84,8,1,0,1,2,2,6,2,6,4,8,MEM,Loss
Tony Parker,SA,Away,Starter,16,74,8,4,3,0,0,0,6,2,6,4,1,MEM,Loss
Marc Gasol,MEM,Home,Starter,34,84,16,4,2,2,1,3,16,6,4,3,13,SA,Win
Ben McLemore,MEM,Home,Starter,20,77,14,0,2,2,1,3,8,5,2,2,2,SA,Win
Chandler Parsons,MEM,Home,Bench,23,81,12,0,2,0,0,1,10,5,1,1,2,SA,Win
JaMychal Green,MEM,Home,Starter,20,80,7,0,2,0,0,5,7,2,5,3,3,SA,Win
James Ennis,MEM,Home,Bench,25,79,7,1,2,1,1,3,4,3,0,0,2,SA,Win
Deyonta Davis,MEM,Home,Bench,14,83,7,1,0,1,1,2,6,3,1,1,4,SA,Win
Andrew Harrison,MEM,Home,Bench,9,78,5,4,0,0,1,1,5,2,1,1,2,SA,Win
Marvin Williams,CHA,Away,Starter,32,81,16,0,2,2,1,1,7,6,3,2,6,MIA,Win
Nicolas Batum,CHA,Away,Starter,35,80,13,5,4,0,0,4,14,5,1,1,5,MIA,Win
Michael Carter-Williams,CHA,Away,Starter,28,78,12,6,2,1,1,3,7,4,4,4,4,MIA,Win
Cody Zeller,CHA,Away,Bench,31,84,12,1,2,2,2,4,6,4,4,4,5,MIA,Win
Jeremy Lamb,CHA,Away,Bench,25,77,12,4,1,1,0,1,11,5,2,2,4,MIA,Win
Michael Kidd-Gilchrist,CHA,Away,Starter,35,79,10,2,0,3,0,0,11,5,0,0,5,MIA,Win
Dwight Howard,CHA,Away,Starter,17,83,10,0,9,0,1,5,7,4,2,2,9,MIA,Win
Josh Richardson,MIA,Home,Starter,35,78,27,1,2,1,1,3,14,11,3,2,2,CHA,Loss
Dion Waiters,MIA,Home,Starter,30,76,19,4,3,0,0,3,14,6,6,3,1,CHA,Loss
Wayne Ellington,MIA,Home,Bench,18,76,14,1,0,2,0,1,9,5,0,0,4,CHA,Loss
Tyler Johnson,MIA,Home,Bench,22,76,12,1,2,0,0,3,7,5,0,0,2,CHA,Loss
Kelly Olynyk,MIA,Home,Bench,30,84,10,6,3,0,0,2,7,3,4,3,4,CHA,Loss
James Johnson,MIA,Home,Bench,29,81,8,4,3,1,1,4,6,3,2,2,6,CHA,Loss
Justise Winslow,MIA,Home,Starter,32,78,7,3,0,0,0,1,8,3,2,1,11,CHA,Loss
Andrew Wiggins,MIN,Away,Starter,40,80,23,1,1,1,1,3,14,8,6,3,3,OKC,Win
Karl-Anthony Towns,MIN,Away,Starter,35,83,23,0,2,2,1,5,17,9,4,4,9,OKC,Win
Jimmy Butler,MIN,Away,Starter,41,79,22,7,3,3,2,2,16,7,7,7,3,OKC,Win
Jeff Teague,MIN,Away,Starter,34,74,11,10,2,0,0,1,5,4,2,1,3,OKC,Win
Gorgui Dieng,MIN,Away,Bench,22,83,10,2,2,0,0,2,6,5,0,0,3,OKC,Win
Taj Gibson,MIN,Away,Starter,36,81,9,1,4,1,0,4,6,3,2,2,4,OKC,Win
Jamal Crawford,MIN,Away,Bench,18,78,9,3,1,0,1,2,9,3,0,0,1,OKC,Win
Paul George,OKC,Home,Starter,42,80,36,9,2,0,3,4,21,10,11,11,4,MIN,Loss
Steven Adams,OKC,Home,Starter,32,84,27,0,1,1,1,5,11,11,5,5,6,MIN,Loss
Russell Westbrook,OKC,Home,Starter,37,75,15,14,7,2,0,2,21,6,4,3,9,MIN,Loss
Carmelo Anthony,OKC,Home,Starter,29,80,9,1,1,0,0,3,7,4,0,0,6,MIN,Loss
Jerami Grant,OKC,Home,Bench,25,80,9,1,0,1,2,1,5,4,0,0,3,MIN,Loss
André Roberson,OKC,Home,Starter,32,79,6,0,4,2,2,5,5,3,0,0,6,MIN,Loss
Raymond Felton,OKC,Home,Bench,11,73,4,1,1,0,0,0,4,2,0,0,1,MIN,Loss
DeMarcus Cousins,NO,Away,Starter,39,83,23,4,1,0,1,5,21,8,6,5,13,UTA,Win
Anthony Davis,NO,Away,Starter,32,82,19,1,2,2,1,0,14,9,4,1,10,UTA,Win
E'Twaun Moore,NO,Away,Starter,36,76,18,4,2,1,1,3,11,7,0,0,1,UTA,Win
Darius Miller,NO,Away,Bench,28,80,15,4,0,0,0,2,8,5,1,1,0,UTA,Win
Rajon Rondo,NO,Away,Starter,29,73,13,11,2,0,0,1,9,6,0,0,8,UTA,Win
Jrue Holiday,NO,Away,Starter,40,75,11,2,2,0,3,3,15,4,2,2,4,UTA,Win
Jameer Nelson,NO,Away,Bench,19,72,6,1,0,0,1,3,4,2,0,0,3,UTA,Win
Donovan Mitchell,UTA,Home,Starter,37,75,41,4,3,0,0,3,25,13,11,9,4,NO,Loss
Alec Burks,UTA,Home,Bench,31,78,24,1,0,2,1,1,17,10,3,3,3,NO,Loss
Derrick Favors,UTA,Home,Starter,34,82,18,5,2,2,0,0,9,7,7,4,11,NO,Loss
Joe Ingles,UTA,Home,Starter,39,80,13,7,2,1,0,2,8,4,2,2,5,NO,Loss
Jonas Jerebko,UTA,Home,Starter,22,81,8,2,0,0,1,3,7,4,0,0,6,NO,Loss
Thabo Sefolosha,UTA,Home,Bench,26,77,8,0,0,0,0,0,5,3,0,0,4,NO,Loss
Ekpe Udoh,UTA,Home,Bench,14,82,2,1,0,1,1,4,4,1,0,0,4,NO,Loss
Devin Booker,PHO,Away,Starter,39,78,38,5,3,0,0,6,29,16,3,3,4,BOS,Win
T.J. Warren,PHO,Away,Starter,36,80,19,1,1,4,0,1,21,8,4,2,7,BOS,Win
Tyson Chandler,PHO,Away,Starter,28,85,14,3,0,0,0,1,10,7,0,0,18,BOS,Win
Mike James,PHO,Away,Bench,23,73,8,5,1,1,0,1,10,4,0,0,3,BOS,Win
Josh Jackson,PHO,Away,Bench,15,80,7,0,1,0,0,1,5,3,2,1,1,BOS,Win
Tyler Ulis,PHO,Away,Starter,25,70,6,2,2,1,0,1,8,3,0,0,0,BOS,Win
Greg Monroe,PHO,Away,Bench,20,83,6,3,1,0,0,3,6,2,2,2,8,BOS,Win
Kyrie Irving,BOS,Home,Starter,31,75,19,5,3,2,0,1,14,8,1,1,0,PHO,Loss
Jaylen Brown,BOS,Home,Starter,32,79,17,2,1,2,1,3,8,4,8,6,0,PHO,Loss
Marcus Morris,BOS,Home,Bench,27,81,17,0,1,0,0,1,14,6,6,4,8,PHO,Loss
Jayson Tatum,BOS,Home,Starter,27,80,15,2,1,2,2,2,8,6,2,2,6,PHO,Loss
Al Horford,BOS,Home,Starter,32,82,14,11,1,0,1,1,10,6,0,0,5,PHO,Loss
Marcus Smart,BOS,Home,Bench,28,76,13,7,0,0,1,2,6,3,6,5,4,PHO,Loss
Aron Baynes,BOS,Home,Starter,18,82,6,2,1,0,1,2,6,3,0,0,1,PHO,Loss
Lou Williams,LAC,Away,Starter,33,74,18,6,1,0,0,0,16,4,10,9,0,DAL,Win
DeAndre Jordan,LAC,Away,Starter,31,84,14,0,1,0,2,2,7,6,4,2,17,DAL,Win
Austin Rivers,LAC,Away,Starter,29,76,9,2,1,0,2,2,15,4,0,0,3,DAL,Win
Sindarius Thornwell,LAC,Away,Bench,16,77,9,1,0,1,0,1,6,3,3,2,0,DAL,Win
Jamil Wilson,LAC,Away,Bench,14,79,8,1,0,0,0,1,5,3,0,0,2,DAL,Win
Wes Johnson,LAC,Away,Starter,28,79,7,2,1,1,1,5,8,2,2,2,2,DAL,Win
Montrezl Harrell,LAC,Away,Starter,25,79,6,1,0,1,1,3,5,3,2,0,6,DAL,Win
Jose Barea,DAL,Home,Bench,24,72,21,10,3,0,0,1,12,8,1,1,4,LAC,Loss
Dirk Nowitzki,DAL,Home,Starter,25,83,16,1,1,1,1,1,6,5,1,1,3,LAC,Loss
Devin Harris,DAL,Home,Bench,21,75,15,3,0,1,0,1,5,2,11,10,3,LAC,Loss
Dennis Smith,DAL,Home,Starter,24,75,12,3,2,0,1,5,8,5,4,1,5,LAC,Loss
Wesley Matthews,DAL,Home,Starter,24,77,10,3,0,0,1,2,10,4,0,0,2,LAC,Loss
Harrison Barnes,DAL,Home,Starter,29,80,8,2,1,0,0,1,10,2,3,3,10,LAC,Loss
Yogi Ferrell,DAL,Home,Bench,21,72,8,0,1,1,0,2,10,3,0,0,4,LAC,Loss
Dennis Schröder,ATL,Away,Starter,31,73,24,6,1,1,0,2,24,11,1,1,3,BKN,Loss
Luke Babbitt,ATL,Away,Bench,21,81,20,1,0,0,0,1,9,7,3,2,2,BKN,Loss
DeAndre’ Bembry,ATL,Away,Bench,22,78,12,0,1,2,0,2,11,5,3,2,5,BKN,Loss
Taurean Prince,ATL,Away,Starter,29,80,11,0,2,2,1,2,13,5,0,0,6,BKN,Loss
Isaiah Taylor,ATL,Away,Bench,17,74,11,3,0,1,0,1,9,5,0,0,2,BKN,Loss
Ersan Ilyasova,ATL,Away,Starter,24,81,9,0,1,1,0,3,11,3,5,3,11,BKN,Loss
Marco Belinelli,ATL,Away,Bench,25,77,9,3,0,1,0,1,9,3,2,2,2,BKN,Loss
Spencer Dinwiddie,BKN,Home,Starter,30,78,15,9,3,0,3,2,10,5,2,2,6,ATL,Win
Joe Harris,BKN,Home,Bench,26,78,13,3,3,0,0,4,7,4,1,1,3,ATL,Win
Allen Crabbe,BKN,Home,Starter,25,78,12,2,1,0,0,1,8,4,1,1,3,ATL,Win
Jarrett Allen,BKN,Home,Bench,17,83,12,1,0,0,1,2,6,4,5,4,6,ATL,Win
Sean Kilpatrick,BKN,Home,Bench,15,76,12,0,1,0,1,1,7,3,4,4,3,ATL,Win
DeMarre Carroll,BKN,Home,Starter,31,80,9,3,1,0,1,2,12,3,2,1,10,ATL,Win
Tyler Zeller,BKN,Home,Starter,24,84,9,0,2,0,1,2,5,4,2,1,5,ATL,Win
Tyreke Evans,MEM,Away,Starter,39,78,31,12,1,1,0,1,20,10,6,6,7,CLE,Win
Marc Gasol,MEM,Away,Starter,41,84,27,4,3,3,2,2,23,12,3,2,6,CLE,Win
JaMychal Green,MEM,Away,Starter,32,80,16,2,2,0,1,1,13,7,0,0,7,CLE,Win
Andrew Harrison,MEM,Away,Bench,18,78,12,2,0,2,0,0,6,4,3,2,1,CLE,Win
Dillon Brooks,MEM,Away,Starter,28,79,9,2,3,0,0,3,4,3,2,2,5,CLE,Win
Jarell Martin,MEM,Away,Bench,21,81,7,1,1,0,0,4,6,3,0,0,4,CLE,Win
Ben McLemore,MEM,Away,Starter,26,77,5,5,1,0,0,4,4,2,0,0,2,CLE,Win
LeBron James,CLE,Home,Starter,39,80,34,12,5,0,1,1,22,13,8,8,2,MEM,Loss
Kevin Love,CLE,Home,Starter,30,82,20,2,1,0,0,2,12,7,3,3,11,MEM,Loss
J.R. Smith,CLE,Home,Starter,34,78,17,2,2,3,0,1,8,6,2,1,5,MEM,Loss
Dwyane Wade,CLE,Home,Bench,25,76,16,4,2,1,2,2,9,6,5,4,2,MEM,Loss
Kyle Korver,CLE,Home,Bench,32,79,9,2,0,0,4,1,7,3,0,0,2,MEM,Loss
Jeff Green,CLE,Home,Bench,24,81,9,1,0,3,0,1,6,3,3,3,4,MEM,Loss
Channing Frye,CLE,Home,Bench,14,83,6,0,0,0,0,4,5,3,0,0,4,MEM,Loss
Tobias Harris,DET,Away,Starter,35,80,27,1,3,1,0,3,15,9,7,6,7,PHI,Win
Reggie Jackson,DET,Away,Starter,29,75,25,4,4,0,0,2,13,9,6,5,3,PHI,Win
